age,target_n,risk0,risk1,rd,rr,se_risk0,se_risk1,se_rd,se_log_rr,risk0_lower,risk0_upper,risk1_lower,risk1_upper,rd_lower,rd_upper,rr_lower,rr_upper,risk0_per1000,risk1_per1000,rd_per1000,risk0_lower_per1000,risk0_upper_per1000,risk1_lower_per1000,risk1_upper_per1000,rd_lower_per1000,rd_upper_per1000,rd_bonferroni_lower_per1000,rd_bonferroni_upper_per1000,contrast,model,rd_grid_lower,rd_grid_upper,negative_grid_supported,positive_grid_supported
25,130505,0.0794706784474189,0.0700915122492028,-0.00937916619821609,0.881979537843989,0.000540774287736722,0.000315159998242104,0.000632422896897819,0.00824579030504552,0.0784172172601753,0.080537055125294,0.069476321061274,0.0707117368139227,-0.0106186922991343,-0.00813964009729788,0.867840033082431,0.896349414087942,79.4706784474189,70.0915122492028,-9.37916619821609,78.4172172601753,80.537055125294,69.476321061274,70.7117368139227,-10.6186922991343,-8.13964009729788,-11.373551746858,-7.38478064957423,primary,original,-0.011373551746858,-0.00738478064957423,TRUE,FALSE
26,131877,0.080672229295141,0.0721487958231359,-0.00852343347200511,0.894344887373548,0.00057127012045072,0.000326687705421788,0.000664822096915403,0.00849587415829645,0.0795596250817013,0.0817990100173757,0.0715111141251269,0.0727917180817262,-0.0098264608380857,-0.00722040610592453,0.879575912300309,0.909361848574719,80.6722292951411,72.1487958231359,-8.52343347200511,79.5596250817013,81.7990100173757,71.5111141251269,72.7917180817262,-9.8264608380857,-7.22040610592453,-10.6199919442074,-6.42687499980279,primary,original,-0.0106199919442074,-0.00642687499980279,TRUE,FALSE
27,130884,0.0821555590348668,0.0746830582475615,-0.00747250078730537,0.909044489805808,0.000627433131643321,0.00035998128833522,0.000729974767053652,0.00911727618910965,0.0809341627801094,0.0833937151571144,0.0739805644863185,0.0753916795572054,-0.00890322504035354,-0.00604177653425719,0.892944566795519,0.925434696816443,82.1555590348668,74.6830582475615,-7.47250078730537,80.9341627801094,83.3937151571144,73.9805644863185,75.3916795572054,-8.90322504035354,-6.04177653425719,-9.77452231977407,-5.17047925483666,primary,original,-0.00977452231977407,-0.00517047925483666,TRUE,FALSE
28,126880,0.0840864204638171,0.077856699795677,-0.00622972066814011,0.925912880655673,0.000652627037224696,0.000380707647005295,0.000762667957946067,0.00926281444827855,0.0828160992233689,0.0853744134638836,0.0771137926216786,0.0786061544682785,-0.00772452239787711,-0.00473491893840311,0.909254802920033,0.942876144080688,84.0864204638171,77.856699795677,-6.22972066814011,82.816099223369,85.3744134638836,77.1137926216786,78.6061544682785,-7.72452239787711,-4.73491893840311,-8.63484224296126,-3.82459909331896,primary,original,-0.00863484224296126,-0.00382459909331896,TRUE,FALSE
29,120282,0.0870768071107557,0.0822375999600518,-0.00483920715070389,0.944425992278877,0.000646598093837567,0.000382972953950362,0.000759757449130215,0.00886387967865496,0.0858178125917003,0.088352486697829,0.0814900986053651,0.082991338539375,-0.00632830438798514,-0.00335010991342265,0.928160288391461,0.960976747278974,87.0768071107557,82.2375999600518,-4.83920715070389,85.8178125917003,88.352486697829,81.4900986053651,82.991338539375,-6.32830438798514,-3.35010991342265,-7.23515025214907,-2.44326404925871,primary,original,-0.00723515025214907,-0.00244326404925871,TRUE,FALSE
30,111577,0.089423393813269,0.086187939455918,-0.003235454357351,0.963818703144871,0.000626869202591123,0.000372471561417081,0.000738894533769404,0.00834680374230519,0.0882023405241439,0.0906596703319994,0.0854607032534401,0.08692077597201,-0.00468366103191254,-0.00178724768278945,0.948179447473452,0.979715912433199,89.423393813269,86.187939455918,-3.235454357351,88.2023405241439,90.6596703319994,85.4607032534401,86.92077597201,-4.68366103191254,-1.78724768278945,-5.56560493752245,-0.905303777179539,primary,original,-0.00556560493752245,-0.000905303777179539,TRUE,FALSE
31,102027,0.0919984478439311,0.090485260088694,-0.00151318775523708,0.983552029510279,0.000638034259324555,0.000375105691302483,0.000751030494990527,0.00819973941893523,0.0907555383640284,0.0932566332967555,0.0897527510795732,0.0912231482703957,-0.0029851804767098,-4.11950337643591e-05,0.967871513893869,0.999486585633582,91.9984478439311,90.485260088694,-1.51318775523708,90.7555383640284,93.2566332967555,89.7527510795732,91.2231482703957,-2.9851804767098,-0.0411950337643591,-3.881609855616,0.855234345141836,primary,original,-0.003881609855616,0.000855234345141836,FALSE,FALSE
32,91764,0.0952000999554994,0.0954817221378793,0.000281622182379884,1.00295821309549,0.000703755170694507,0.000410346751230805,0.00082612008230354,0.00867106180268059,0.093829677755008,0.0965884042968344,0.0946804813765855,0.0962890222852033,-0.00133754342584032,0.00190078779060009,0.986056994154606,1.02014912239238,95.2000999554995,95.4817221378793,0.281622182379884,93.829677755008,96.5884042968345,94.6804813765855,96.2890222852033,-1.33754342584032,1.90078779060009,-2.32359967418299,2.88684403894276,primary,original,-0.00232359967418299,0.00288684403894276,FALSE,FALSE
33,81398,0.0982475346791754,0.10034034636701,0.00209281168783416,1.02130141682097,0.000808989463448414,0.000474255556272848,0.000949112967169352,0.00960810288643679,0.0966733054967751,0.099844565220277,0.0994146402550926,0.101273702932446,0.000232584454922289,0.00395303892074604,1.00224870180183,1.04071632332906,98.2475346791754,100.34034636701,2.09281168783416,96.6733054967751,99.844565220277,99.4146402550926,101.273702932446,0.232584454922289,3.95303892074604,-0.900275999275605,5.08589937494394,primary,original,-0.000900275999275605,0.00508589937494394,FALSE,FALSE
34,70747,0.101723499697904,0.105569176497761,0.0038456767998571,1.03780519556718,0.000921772693512292,0.00054749356405432,0.00108325770312489,0.0105472946963528,0.0999310316720308,0.103544420578063,0.104500908768805,0.106647064126492,0.00172253071575674,0.00596882288395747,1.01657158693242,1.05948232056758,101.723499697904,105.569176497761,3.8456767998571,99.9310316720308,103.544420578063,104.500908768806,106.647064126492,1.72253071575674,5.96882288395747,0.429555215447873,7.26179838426633,primary,original,0.000429555215447873,0.00726179838426633,FALSE,TRUE
35,59784,0.105372900232781,0.110829403394104,0.0054565031613234,1.05178279376642,0.00100973325870858,0.000607676178151265,0.0011899892072636,0.0111453904718811,0.103410191718132,0.10736839964688,0.109643970074186,0.112026040622896,0.00312416717309538,0.00778883914955142,1.02905618742772,1.07501131500731,105.372900232781,110.829403394104,5.4565031613234,103.410191718132,107.36839964688,109.643970074186,112.026040622896,3.12416717309538,7.78883914955142,1.70379703754472,9.20920928510209,primary,original,0.00170379703754472,0.00920920928510209,FALSE,TRUE
36,50300,0.109934097902184,0.116806856180599,0.00687275827841566,1.06251707531662,0.00107002006661524,0.000646096296531157,0.00126188806273827,0.0112989794684943,0.107854363985585,0.112048898166345,0.115546474981841,0.11807915015847,0.00439950312292764,0.00934601343390368,1.03924563578543,1.0863096235051,109.934097902184,116.806856180599,6.87275827841566,107.854363985585,112.048898166345,115.546474981841,118.07915015847,4.39950312292764,9.34601343390368,2.89331457282905,10.8522019840023,primary,original,0.00289331457282905,0.0108522019840023,FALSE,TRUE
37,39582,0.114727825517672,0.122786785160423,0.00805895964275044,1.07024415922107,0.00114378283175907,0.000682548647784611,0.00134361920025371,0.0115111609749515,0.112505044715945,0.116988733222847,0.12145526969125,0.124130835558366,0.00542551440131666,0.0106924048841842,1.04636823803477,1.09466487868371,114.727825517672,122.786785160423,8.05895964275044,112.505044715945,116.988733222847,121.45526969125,124.130835558366,5.42551440131666,10.6924048841842,3.82177163294204,12.2961476525588,primary,original,0.00382177163294204,0.0122961476525588,FALSE,TRUE
38,30385,0.119871294335853,0.128882283063629,0.00901098872777577,1.07517219846254,0.00130884464061422,0.00076488748359412,0.00152612729233371,0.0125077243554464,0.117329623461142,0.122460385693136,0.127390545609516,0.130388878528413,0.00601983419897806,0.0120021432565735,1.04913513531161,1.10185544019876,119.871294335853,128.882283063629,9.01098872777577,117.329623461142,122.460385693136,127.390545609516,130.388878528413,6.01983419897806,12.0021432565735,4.19824992254231,13.8237275330092,primary,original,0.00419824992254231,0.0138237275330092,FALSE,TRUE
39,22837,0.124838839868553,0.134554208271814,0.00971536840326133,1.07782328331063,0.00162956992313922,0.000939992770824542,0.00189002259162895,0.0148716315314599,0.121679812600776,0.128067922705741,0.132722485046622,0.136407235313591,0.00601099219370154,0.0134197446128211,1.04686048066252,1.10970186715934,124.838839868553,134.554208271814,9.71536840326133,121.679812600776,128.067922705741,132.722485046621,136.407235313591,6.01099219370154,13.4197446128211,3.75506278839292,15.6756740181297,primary,original,0.00375506278839292,0.0156756740181297,FALSE,TRUE
40,15853,0.13090024983884,0.141162639678694,0.0102623898398535,1.07839855044194,0.00214467844598963,0.00123380898554048,0.00248091214625653,0.0186176458441883,0.126753777756683,0.135161369834784,0.138761683017776,0.143598212782597,0.00539989138438273,0.0151248882953243,1.03975717640821,1.11847598649198,130.90024983884,141.162639678694,10.2623898398535,126.753777756683,135.161369834784,138.761683017776,143.598212782597,5.39989138438273,15.1248882953243,2.43867669440183,18.0861029853052,primary,original,0.00243867669440183,0.0180861029853052,FALSE,TRUE
41,10370,0.136894144511179,0.147467318695936,0.0105731741847568,1.07723613177548,0.00282471388355571,0.00162975315595661,0.00326586819349312,0.023440086934595,0.131451405675728,0.142525259625716,0.144301586959851,0.150690270783205,0.00417219014725538,0.0169741582222582,1.02886566321268,1.12788066031777,136.894144511179,147.467318695936,10.5731741847568,131.451405675728,142.525259625716,144.301586959851,150.690270783205,4.17219014725538,16.9741582222582,0.274052567210161,20.8722958023034,primary,original,0.000274052567210161,0.0208722958023034,FALSE,TRUE
42,6233,0.142685409734275,0.153382320308886,0.0106969105746115,1.07496849603987,0.00365064720493954,0.00211427260621313,0.00422232431418503,0.0290863391342967,0.135678711160398,0.149991154943838,0.149284100618715,0.157572207552566,0.00242130698776109,0.018972514161462,1.01540056300319,1.13803095013116,142.685409734275,153.382320308886,10.6969105746115,135.678711160398,149.991154943838,149.284100618715,157.572207552566,2.42130698776109,18.972514161462,-2.61845582846538,24.0122769776884,primary,original,-0.00261845582846538,0.0240122769776884,FALSE,FALSE
43,3273,0.148485067019355,0.159173638092044,0.0106885710726883,1.0719841482194,0.00461116680681519,0.00267892657980992,0.00533613556445206,0.0353429996796808,0.139672524190519,0.157751677843317,0.153992973698737,0.164494703341533,0.00022993754973894,0.0211472045956376,1.00024029781962,1.14887394213035,148.485067019355,159.173638092044,10.6885710726883,139.672524190519,157.751677843317,153.992973698737,164.494703341533,0.22993754973894,21.1472045956376,-6.13926945544579,27.5164116008224,primary,original,-0.00613926945544579,0.0275164116008224,FALSE,FALSE
44,1704,0.155323414445954,0.165881678167569,0.0105582637216149,1.06797599550124,0.00568207411062374,0.00330625308471221,0.00657665799013261,0.041675929939253,0.14450963196518,0.166788637065587,0.159502527993527,0.172463606021503,-0.00233174907768257,0.0234482765209124,0.984207965172754,1.15887370081044,155.323414445954,165.881678167569,10.5582637216149,144.50963196518,166.788637065587,159.502527993527,172.463606021504,-2.33174907768257,23.4482765209124,-10.1816426262094,31.2981700694392,primary,original,-0.0101816426262094,0.0312981700694392,FALSE,FALSE
45,701,0.153987749292273,0.163987799942804,0.01000005065053,1.06494055985941,0.00660966410797522,0.00385157752705085,0.00765173910554984,0.0489398619568761,0.141473928164726,0.167392640550557,0.156577818003925,0.171677077134316,-0.00499708241544438,0.0249971837165044,0.967537222859383,1.17214962818902,153.987749292274,163.987799942804,10.00005065053,141.473928164726,167.392640550557,156.577818003925,171.677077134316,-4.99708241544438,24.9971837165044,-14.1301918959413,34.1302931970014,primary,original,-0.0141301918959413,0.0341302931970014,FALSE,FALSE
15,1199,0.0725363345070255,0.0657413013009853,-0.00679503320604023,0.906322352070574,0.003340833077952,0.0021076418137318,0.00393634071760299,0.0559136838643892,0.0662547288025452,0.0793628797726588,0.0617290963362061,0.0699948332501283,-0.0145101192434206,0.000920052831340169,0.812248423085782,1.01129184436223,72.5363345070255,65.7413013009853,-6.79503320604023,66.2547288025452,79.3628797726588,61.7290963362061,69.9948332501283,-14.5101192434206,0.920052831340169,-19.2085322748229,5.61846586274247,primary,combined,-0.0192085322748229,0.00561846586274247,FALSE,FALSE
16,4170,0.0743174665528535,0.0664122649223092,-0.00790520163054428,0.893629290700831,0.00266924091341646,0.0016667733210241,0.00313974934737919,0.0437124911700365,0.0692522618425108,0.0797214148219443,0.0632191361324591,0.0697546657712631,-0.0140589972718906,-0.00175140598919794,0.820255696920285,0.973566306453923,74.3174665528535,66.4122649223092,-7.90520163054428,69.2522618425108,79.7214148219443,63.2191361324591,69.7546657712631,-14.0589972718906,-1.75140598919794,-17.8065995013151,1.99619624022652,primary,combined,-0.0178065995013151,0.00199619624022652,FALSE,FALSE
17,11232,0.0762241171195686,0.0672902446927947,-0.00893387242677386,0.882794674908995,0.0020176159357639,0.00124903960128017,0.002369272978272,0.0322767126653942,0.0723625792414079,0.080273888997146,0.0648831050732822,0.0697800242996141,-0.0135775621337309,-0.00429018271981679,0.828677824366726,0.940445629329152,76.2241171195686,67.2902446927947,-8.93387242677386,72.3625792414079,80.273888997146,64.8831050732822,69.7800242996141,-13.5775621337309,-4.29018271981679,-16.4055244049545,-1.46222044859318,primary,combined,-0.0164055244049545,-0.00146222044859318,TRUE,FALSE
18,29922,0.0794307176852035,0.069360421666785,-0.0100702960184186,0.873219123383365,0.00145537712936596,0.000894869022921407,0.00170924097681777,0.0224196896612839,0.0766246249674327,0.0823304105644625,0.0676269014305797,0.0711349879981248,-0.0134203467738814,-0.00672024526295569,0.835679144109289,0.912445455672029,79.4307176852035,69.360421666785,-10.0702960184186,76.6246249674327,82.3304105644625,67.6269014305797,71.1349879981248,-13.4203467738814,-6.72024526295569,-15.4604953929719,-4.6800966438652,primary,combined,-0.0154604953929719,-0.0046800966438652,TRUE,FALSE
19,60774,0.0822197381842182,0.0712388331931828,-0.0109809049910353,0.866444417927579,0.00101791080752013,0.000624893218865597,0.00119545806870052,0.0151869216393863,0.0802465794034106,0.0842369708296015,0.0700237436774362,0.0724733644410272,-0.0133239597507162,-0.00863785023135451,0.841034046202436,0.892622519561071,82.2197381842182,71.2388331931828,-10.9809049910353,80.2465794034106,84.2369708296015,70.0237436774362,72.4733644410272,-13.3239597507162,-8.63785023135451,-14.7508575147638,-7.21095246730683,primary,combined,-0.0147508575147638,-0.00721095246730683,TRUE,FALSE
20,82205,0.0816671522917195,0.0704344971485823,-0.0112326551431372,0.862458101844747,0.000775180147206155,0.000471416049240197,0.000908780431061134,0.0116348620304538,0.0801606458583477,0.0831994105127379,0.0695161211132631,0.0713640753093181,-0.0130138320578718,-0.00945147822840258,0.843013236559159,0.882351480593206,81.6671522917195,70.4344971485823,-11.2326551431372,80.1606458583477,83.1994105127379,69.5161211132631,71.3640753093181,-13.0138320578718,-9.45147822840258,-14.0985516302621,-8.36675865601223,primary,combined,-0.0140985516302621,-0.00836675865601223,TRUE,FALSE
21,96740,0.0810199319516124,0.069781747906961,-0.0112381840446515,0.861291119679498,0.000730244864206246,0.000438564391725052,0.000855525867309973,0.0110387913036836,0.0796001569151303,0.082462761717093,0.0689270591160445,0.0706462306154841,-0.0129149839324214,-0.00956138415688152,0.842856680252407,0.880128745751427,81.0199319516124,69.781747906961,-11.2381840446515,79.6001569151303,82.462761717093,68.9270591160445,70.6462306154841,-12.9149839324214,-9.56138415688152,-13.9361389014757,-8.54022918782725,primary,combined,-0.0139361389014757,-0.00854022918782725,TRUE,FALSE
22,110682,0.0797660242953474,0.0688010343713949,-0.0109649899239525,0.862535584281439,0.000709550526936187,0.000424680854923623,0.000831575279118711,0.010891849709432,0.0783863566005324,0.0811678366661937,0.067973323752751,0.0696380709428534,-0.012594847521459,-0.00933513232644595,0.84431763791636,0.881146621534185,79.7660242953474,68.8010343713949,-10.9649899239525,78.3863566005324,81.1678366661937,67.973323752751,69.6380709428535,-12.594847521459,-9.33513232644595,-13.5874150882174,-8.34256475968751,primary,combined,-0.0135874150882174,-0.00834256475968751,TRUE,FALSE
23,119247,0.0790460605088237,0.0685066076738889,-0.0105394528349348,0.866666943714946,0.00065005092124683,0.00038990378519121,0.000762928328800534,0.0100698208626094,0.0777813340927414,0.0803295601450538,0.0677463479077771,0.0692747652049557,-0.0120347648821692,-0.00904414078770041,0.849729674405614,0.883941815794073,79.0460605088237,68.5066076738889,-10.5394528349348,77.7813340927414,80.3295601450538,67.7463479077771,69.2747652049557,-12.0347648821692,-9.04414078770041,-12.9453955056903,-8.13351016417929,primary,combined,-0.0129453955056903,-0.00813351016417929,TRUE,FALSE
24,125425,0.0786938868192456,0.068744636240102,-0.0099492505791436,0.873570222779867,0.000575382169135286,0.000343309073559175,0.000675280515066485,0.00892795601547459,0.0775735231123198,0.0798290311554962,0.0680748051532503,0.0694205672530354,-0.0112727760681356,-0.00862572509015163,0.858417043874239,0.888990892682539,78.6938868192456,68.744636240102,-9.9492505791436,77.5735231123198,79.8290311554962,68.0748051532503,69.4205672530354,-11.2727760681356,-8.62572509015163,-12.0787903335299,-7.81971082475734,primary,combined,-0.0120787903335299,-0.00781971082475734,TRUE,FALSE
25,130505,0.0793395310262618,0.0700663727680715,-0.00927315825819029,0.883120581401964,0.0005409059644853,0.000316022295271381,0.000632130772456911,0.00825271151413612,0.0782858265758883,0.0804061808099261,0.0694495062357129,0.0706883022332422,-0.0105121118057253,-0.00803420471065526,0.868950996257421,0.897521223469202,79.3395310262618,70.0663727680715,-9.27315825819029,78.2858265758883,80.4061808099261,69.4495062357129,70.6883022332422,-10.5121118057253,-8.03420471065526,-11.2666225739574,-7.27969394242316,primary,combined,-0.0112666225739574,-0.00727969394242316,TRUE,FALSE
26,131877,0.0805303688478052,0.0720960615414675,-0.00843430730633765,0.895265507571713,0.000570957900760405,0.00032753285086718,0.00066428730347774,0.00850209835763297,0.0794183825382806,0.0816565437303362,0.0714567390093067,0.072740655987307,-0.00973628649654125,-0.00713232811613405,0.880470588511792,0.910309031903456,80.5303688478052,72.0960615414675,-8.43430730633765,79.4183825382806,81.6565437303362,71.4567390093067,72.740655987307,-9.73628649654125,-7.13232811613405,-10.5291792736572,-6.33943533901808,primary,combined,-0.0105291792736572,-0.00633943533901808,TRUE,FALSE
27,130884,0.0819899527842872,0.074630020042303,-0.00735993274198418,0.910233723864338,0.000626683269504132,0.000360397297200096,0.000729235897405885,0.00912361308120915,0.0807700248604941,0.083226637927691,0.0739267203558479,0.0753394662268191,-0.00878920883713346,-0.0059306566468349,0.894101633661082,0.926656882022878,81.9899527842872,74.630020042303,-7.35993274198418,80.7700248604941,83.226637927691,73.9267203558479,75.3394662268191,-8.78920883713346,-5.9306566468349,-9.65962420235229,-5.06024128161607,primary,combined,-0.00965962420235229,-0.00506024128161607,TRUE,FALSE
28,126880,0.0838979620500055,0.077829247125353,-0.00606871492465254,0.927665526356464,0.000651996600091947,0.000380738083932168,0.000762013253479478,0.00927083271338477,0.0826288812841651,0.0851847244417959,0.0770862820813475,0.078578763255798,-0.00756223345721451,-0.00457519639209057,0.910961600472194,0.944675745217082,83.8979620500055,77.829247125353,-6.06871492465254,82.6288812841651,85.1847244417959,77.0862820813475,78.578763255798,-7.56223345721451,-4.57519639209057,-8.47177184758774,-3.66565800171734,primary,combined,-0.00847177184758774,-0.00366565800171734,TRUE,FALSE
29,120282,0.0868922672157761,0.0822277490597474,-0.00466451815602863,0.946318374402115,0.000646551912935042,0.000383261256289109,0.000759284481389139,0.00887206703279699,0.0856333816279159,0.0881678750106833,0.0814796877369289,0.0829820578301282,-0.00615268839357151,-0.00317634791848574,0.930005154470535,0.962917744516044,86.8922672157761,82.2277490597474,-4.66451815602863,85.6333816279159,88.1678750106832,81.4796877369289,82.9820578301282,-6.15268839357151,-3.17634791848574,-7.0589697238301,-2.27006658822716,primary,combined,-0.0070589697238301,-0.00227006658822716,TRUE,FALSE
30,111577,0.0891884551397802,0.0862117118744585,-0.00297674326532173,0.966624118999971,0.000627155629829723,0.000373448587738178,0.00073848749657954,0.00835738845221152,0.0879668696888909,0.0904253226720608,0.0854825745408464,0.0869464772111864,-0.00442415216165077,-0.00152933436899268,0.950919614030152,0.982587984984861,89.1884551397802,86.2117118744585,-2.97674326532173,87.9668696888909,90.4253226720608,85.4825745408464,86.9464772111864,-4.42415216165077,-1.52933436899268,-5.30561022800684,-0.647876302636618,primary,combined,-0.00530561022800684,-0.000647876302636618,TRUE,FALSE
31,102027,0.0917470632619874,0.0905246703996622,-0.00122239286232517,0.986676490572405,0.000638190543855308,0.000376471352975742,0.000750690045970043,0.0082115157657915,0.0905038745599519,0.0930055824966135,0.0897895029914846,0.0912652535745494,-0.00269371831597917,0.000248932591328829,0.970923752122219,1.00268480910098,91.7470632619874,90.5246703996622,-1.22239286232517,90.5038745599519,93.0055824966135,89.7895029914846,91.2652535745494,-2.69371831597917,0.248932591328829,-3.58974133521553,1.14495561056519,primary,combined,-0.00358974133521553,0.00114495561056519,FALSE,FALSE
32,91764,0.094905442204414,0.0955157455215038,0.000610303317089764,1.00643064615594,0.000703158023748462,0.000411398347910482,0.000825558934430063,0.008684253285576,0.0935362063669483,0.0962925924763468,0.0947124579529669,0.0963251211201017,-0.00100776246150842,0.00222836909568795,0.989445329691363,1.02370754111076,94.905442204414,95.5157455215038,0.610303317089764,93.5362063669483,96.2925924763468,94.7124579529669,96.3251211201017,-1.00776246150842,2.22836909568795,-1.99314892421249,3.21375555839202,primary,combined,-0.00199314892421249,0.00321375555839202,FALSE,FALSE
33,81398,0.0979383783368859,0.100378967749807,0.00244058941292154,1.02491964288531,0.000807660924505389,0.000474859187104697,0.00094823928140899,0.00962069258700588,0.096366756208045,0.0995328084616805,0.0994520865848627,0.10131351549273,0.000582074572633776,0.0042991042532093,1.00577461050823,1.04442910309829,97.9383783368859,100.378967749807,2.44058941292154,96.366756208045,99.5328084616805,99.4520865848628,101.31351549273,0.582074572633776,4.2991042532093,-0.549743050961707,5.43092187680478,primary,combined,-0.000549743050961707,0.00543092187680478,FALSE,FALSE
